title,size,color,rating,review_text
"Not water proof, no support, awful.",9 Wide,Gray-cam,1.0,"Terribly uncomfortable, not water proof, nothing good about these. Seemed good the first couple of times they were worn. After being worn maybe 2 or 3 times a week simply to use in the snow during winter to get to and from my vehicle they have completely deteriorated. They felt like they had support in the beginning but now feel as though I am walking on lumps of cardboard. If I wear them in the snow by the time I get to work a 10 minute drive away and through the snow to my work my feet are soaked and I have to change socks and shoes. Absolutely terrible I would not recommend these to anyone looking for a good winter boot."
Great,8.5 Wide,Gray-cam,5.0,I bought these for when I was going to Kentucky to visit my kids and grandchildren and they were super comfy and kept my feet warm and dry!
Love these,9 Wide,Black3,5.0,These are my favorite snow boots & that says a lot because I have a lot! I always get compliments with these. They are comfy & warm.
So cute,9.5,White2,5.0,These boots feel like I am walking on clouds. They are really cute also!
Are not that warm,9.5,Black2,3.0,"I dont think these are warm at all, bought to be outside feet are cold"
Love them!,7.5 Wide,Black1,5.0,Great price quality relationship !
Already not waterproof,6.5,Black3,1.0,I bought them in January and already they are no longer waterproof very disappointed
Very warm!,9,Black3,5.0,The only problem I have had is the little insole inside comes loose and wants to come out with your foot every time you wear them. This should be sewn in or at least attached a little bit better
The best snow boots,8,Black2,5.0,I’ve spent $$$$ on snow boots in the past. I couldnt believe the price of these and figured they wouldnt be great. BUT they’re the best boots I’ve ever owned!!!
Great for walks in the snow.,9,Gray-cam,5.0,Bought these for the traction. Great buy!
Too tight for the top of my foot. Lace,7.5 Wide,Black1,4.0,Top of foot area too tight tight before the laces started so not able to adjust. Felt great and loved the look but just too tight for my feet.
Perfect!,9,White3,5.0,"These are perfect for the snow. The grips on the bottom help to dig into the snow so there's no fear of slipping/sliding. I wore them for a week in Montana, they were comfortable and my feet stayed dry."
Love these boots,8.5,Black2,5.0,"Good tread. I slipped last year in my Iggs and hurt my back so I bought these the bottom has good grip, they are also wide and comfortable. For the price they were really comfortable."
Love these boots!,6,Black3,5.0,I got these boots for walking dogs and other outdoor adventures. They are comfy and warm! I do not plan to use them for all day wear unless I will be outside most of the day. My feet would be too warm! I did go up half a size to allow for thicker socks. I'm glad I did.
LOVE THESE!,8.5,Gray-cam,5.0,"These are so warm and soft and comfortable inside. The style is great and it is water resistant. I did put rain and stain on them before I wore them the first time.
I love these as a 50 + year old
And my daughters who are early twenties love these as much as I do!
I highly recommend these and will be getting more for my daughters."
Met My Expectations!!!,9 Wide,Black2,5.0,"This snow boot was extremely comfortable, warm and wide fit which is why I selected this particular snow boot. It was also a very handsome boot, far more than I expected! Yes, this boot has good quality and cute with safe gripping underfoot in the snow. Fast delivery! I’m very pleased with this product! I definitely highly recommend!!!"
All-day every-day wear.,8,Black1,5.0,"These boots are very confortable. Can be wear all day every day. My niece wears a 7.5 but I bought an 8, she said if not, she would not have been able to wear them all day (from 5am until midnight sometimes). She is in Nevada, had walked 40mins. during a winter storm, and her feet were kept warm and dry."
Amazing!,7.5 Wide,White-0,5.0,"High quality boot at an affordable price. Super cute! Comfy as could be! Warm, practical, great arch support, you won’t regret buying them. I’m also always between a 7-7.5 because I have a wide foot so I opted for the 7.5 wide so I could also have a thick sock on if so desired and so happy with the fit."
love these cozy boots,10,Black1,5.0,"these boots are a fabulous value, and they look really cute. They fit as expected. I added my power step inserts and they fit like a glove. I highly recommend them I do live in California, so it does not get the weather that some states get so take that into consideration."
Traction!,7.5,White-0,5.0,"These boots hold up to Wisconsin cold really all. The lining fake fur is really warm. The traction is great in snow and icy sidewalks, they are like a trail running shoe sole. The fit is roomy and the lacing really controls the fit, I have narrow feet, but feel like there is lots of room. I have them laced up tight. The styling is pretty nice, I got the white ones with plaid in the back and sort of a matte sueded
Cream surface. No mistaking this for a $200 boot up close, but on the move they had my friends asking about who made them and where to get!
Most importantly they are very comfortable and have a bit of cute vibe to them. Great value."
Daughter loves them,8,Black2,5.0,Daughter wore them to the snow this past weekend. She LOVED them. She said that they are comfortable and fashionable. She was only in the snow with them for 30 minutes but she said that they were warm and I sprayed them with water repellent spray before we went but I don't know that I had to.
So happy to find a boot in a wide width!,8.5 Wide,Black3,5.0,So hard for me to find a boot that fits my wide feet and even harder to find ones that fit around my thick ankles. These fit both! Lace up snug with plenty of room for my pants to tuck in and still could fit a thicker leg than mine! Just in time for a winter trip to Alaska! Very comfortable right out of the box!
Very comfortable,9.5,Black1,5.0,I recently moved to a colder climate and realized I had A bunch of boots that did not keep me warm. That was never a factor before. I am so glad I discovered these boots! They are very comfortable and appear to be well made. I have worn them in the snow and they keep my feet very warm.
Great traction and super warm!,8.5,Black1,5.0,These boots are exactly what I wanted. I wear a size 8 but got an 8.5 for extra room for big socks. I have a pair of wool socks on now and they have enough room for bigger but are still comfortable. The traction is great and I look forward to hiking even more now that I have these boots!
Perfect winter boots,7.5 Wide,Black2,5.0,Love love love these boots and came just before snow fall. I'm in the Midwest and they keep my feet warm in single digit weather. Should get another pair so not to wear this pair out.
"Super cute, comfy and functional!",8 Wide,White3,5.0,"LOOOOVVVEEEEE these boots! The quilting on these boots is so cute! The fur on the inside is like a walk in the clouds!!!! These are the only shoes I took on vacation and wore them with everything! Jeans, dresses, even my bikini while at the spa! These are a winner 100%"
Love love live,7.5 Wide,White3,5.0,These boots are warm and roomy. No problem wearing my thick thermal socks. They look great also. I get a lot of compliments on them.
Love these boots!,8.5,Brown,5.0,"Not only are these boots super cute, they are comfortable & warm. I’ve even had someone stop me & ask where I got these boots because she loved them too. I loved them so much, I ended but buying another pair in a different color!"
My winter boots,8 Wide,Gray-cam,5.0,"Very nice boots, very warm. I order a wide and a size bigger than I wear cause boots are not like most shoes. But I had to go back to my old shoes cause the top of my foot is swollen from wearing them. But I still love them and the fur all on the inside is so nice."
Perfect for snow trip,10.5,Black1,5.0,"Got these boots for a ski trip, and it was beautiful, comphy and perfect, and most favorite piece of my outfit the whole time"
Warm and Comfortable for Minnesota Cold,9 Wide,Black3,5.0,"These boots are warm, comfortable and lightweight. They keep my feet warm in minus 25 degree Minnesota cold weather and my feet stay dry in wet snow."
"Super comfortable, warm and good grip",6,Gray-cam,5.0,"Fits well, super soft and warm. The bottom grip is really good. I did not feel like I was going to slip at all while my mother went down in her borrowed UGGs."
Wonderful product,7.5,Black2,5.0,I got these boots because I needed added snow and ice protection. I’m very pleased with the quality of the boot tread and the different angles and groves that give extra traction.
They are really nice I'm happy with my choice,8,Black2,5.0,"We are from Virginia beach , we went hunting for snow since we never need boots we had to buy some for our adventure. I am so happy I choice these.. they are warm they look awesome there soft and they keep my feet dry. Awesome"
"Great look, good fit!",6.5,Black1,5.0,"Perfect winter shoes!! None slipping on ice, warm, waterproof for sure and the fitting is perfect even with thermal socks on! For those that hate the cold like I do, definitely worth a buy. I got a 6.5!"
So warm,8 Wide,White-0,5.0,"I love these boots. So many boots are weatherproof, but not warm. These are both! I love the bottom, the snow doesn’t get packed underneath. First boots I’ve actually loved!"
loved these....were perfect for the snow & cold weather,9.5,Black1,5.0,"I bought these on a whim....was headed to Idaho to ski.....& I was on the fence......
They are comfortable.....& got tons of compliments on them.....wear them with jeans and with leggings.....would get these again in a heart beat!"
Cómodos para la nieve,6.5,Black1,5.0,Súper buenos y cómodos ! Además te ayuda mucho para el frío me encanta
Look and feel great,10.5,White2,5.0,"Bought these for an upcoming trip to Iceland. I typically wear a size 10.5-11 in shoes, so I bought the 10.5 and they fit great. There's plenty of room in there left to accommodate for thick socks.
Love them so far. Will update after the trip"
Great boots,9 Wide,Black1,5.0,These boots are great. I have wide feet and also need a wide toe space and this boot checked all boxes for comfort. It is a very attractive boot!
So comfy and warm,10.5,Black1,5.0,"I visited Alaska and these boots kept my feet nice and warm for what I needed them for. Did not spend much time in the snow or even outside, but my feet were warm in -20 degrees."
Very comfortable purchased white and they fit perfectly. Love them,8 Wide,Black2,5.0,"Ordered black, same size as the white, and they were tight in the toes, so I returned to get a 1/2 bigger"
Delieved to the wrong apartment,9 Wide,White-1,5.0,"The boots fit perfectly n very stylish. My complaint is Amazon should make the drivers take a course in hoe to make a delivery in a large apartment complex.
My order went to another apartment n I didn't receive them until the next day."
"Cozy, comfortable and stylish",8,Black2,5.0,"""I recently purchased this snow boot and I have to say, I'm thoroughly impressed! These boots are incredibly warm and cozy, thanks to the plush lining and sturdy insulation. I've worn them on several snowy hikes already and my feet have stayed dry and toasty every time.

The boots are also very comfortable to wear, with a cushioned footbed and a secure, adjustable fit. The laces and zip closure make it easy to get the boots on and off, while the grippy sole provides great traction on slippery surfaces.

I appreciate the attention to detail in the design of these boots, too. The exterior is made of a durable, waterproof material that repels snow and slush, and the stylish faux fur collar adds a touch of flair. Overall, these snow boots have exceeded my expectations and I would highly recommend them to anyone in need of a warm, reliable pair of winter boots!"""
So cute,9 Wide,White2,5.0,"First, everyone takes one look and says they are cute! But importantly, I have trouble with cold feet, and they do pretty decent. I’ve had a boot or two in my life that were cozy warm, but you can’t find them again when you need them.
I find these boots comfy and warm."
Wife loves them,9.5,Black1,5.0,Wife loves them
"Super comfy, warm and stylish!",6,Black2,5.0,"I got these boots before a trip to the Michigan's Upper Penninsula the last weekend in February. They arrived just a few days before my trip so I put them on to break them in but honestly... they didn't need any breaking in. They are very flexible, comfortable and extremely warm. And they aren't really clunky or heavy. The tread on the bottom is very well done. I usually wear a size 8 but they were out of my size so I got size 7.5 Wide and they were PERFECT! Worth the money and highly recommend. Also fast shipping"
Cozy,8,Gray-cam,5.0,Warm and cozy inside. Looks like the sole will be durable.
Excelentísima,8,Gray-cam,5.0,Veryyyy well
Boot,9,Black3,5.0,The fur inside keep my legs dry and the fur outside keeps my legs warm.
Nice boots all around,9.5,Gray-cam,5.0,Nice boot all around. My granddaughter loved them.
Warm boots!,10.5,Black2,5.0,Nice warm boots! Easy on and off. Highly recommend.
"Fits great, very warm",9,Black1,5.0,"Hiked in the Midwest snow and rain, and they held up perfectly."
Warm,10.5,Black2,5.0,"I love this. 1st snow boots.
Makes feel powerful. Like I can step on anything and crush anything."
Great Snow Bood,9,Black3,5.0,"Purchased a size 9 and they fit as expected (even with thick socks). The boot is very comfortable and felt like I was wearing a tennis shoe. Fur lining kept my feet very warm and comfortable. I used them for snow tubing, and they were great. The conditions were icy, and I was able to walk comfortably on the ice, while others were slipping. Very happy with this purchase."
Great boots.,7.5 Wide,Black1,5.0,Easy on and off. Comfortable.
GREAT tread. Warm. Cute.,9 Wide,Black2,5.0,"Very roomy around foot. I do have to lace them a bit tighter to take up the space on top of foot (and I have wide feet), but they are cute! Wish the leg length was just a bit shorter, but others may prefer that. Good fit lengthwise. The only thing that would make them better is if they had a side zipper so they could be slipped in more quickly. Appear to be quite waterproof, though not fully tested on that yet."
Great product,7,White3,5.0,Great shoes. Look nice and good price
Excelente vendedor entrega rápida y el artículo igual al de la imagen,6,Black2,5.0,Muy cómodas
great price,7.5 Wide,Black2,5.0,very durable
Very nice boots,8.5 Wide,White-0,5.0,Well made and comfortable. Keeps my feet warm
Awesome boots,7.5,White3,5.0,They look as great as the picture my wife loves them!!!!
Perfect style,9,Black2,4.0,This boot is perfectly styled and not so heavy to walk in.
Love it,8 Wide,Black1,4.0,I love it and a perfect gift to give someone.
Comfortable Fiy,8 Wide,White3,4.0,"Come in wide width which is helpful. Stylish and has warm lining which will be helpful in colder weather. Will hopefully be waterproof, have not worn them in rain or snow yet to verify. Just wish they came up a bit higher"
Does not fit well. Very big in the ankle area on top front of boot. Very wide,6.5,Black2,4.0,Just really!! Wide on top of foot and ankle and above
Nice Winter Boots,7.5,Black1,4.0,The boots fit nicely and the traction is good. I have yet to test them in snow and on ice
Nice boots!,8.5,Gray-cam,4.0,"Nice, very, but my toes were cold! Maybe just me?"
Good quality. Worth the price.,9,Black1,4.0,I have not used these boots yet but they fit well and look good.
It fits,6.5,Gray-cam,4.0,"They fit , and at the moment are super toasty. In 40° weather"
Seems great,8 Wide,Gray-cam,4.0,I got my pair of boots today! Fits well and comfortable . Thanks!
Very comfortable,9.5,Black3,4.0,Use for rain and snow
Smaller fit than your actual size,8 Wide,Gray-cam,4.0,"Live the comfy, soft, very warm feel once you put your feet into them"
They are comfortabl and warm,7,Black2,4.0,They kept my feet dry
Really nice boot but too fits larger than it should,10.5,Brown,4.0,"very cute, but fits much larger than it should. it was like a beautiful , comfy boat on my feet, had to return, but wanted to keep so bad! prob need a 1/2 size smaller than actual shoe size or than normal boot size, maybe even a full size smaller??"
Muy bonitos me encantaron,7.5,White2,4.0,Hermosas
Order to exact size,10,White2,4.0,The only problem I had was the size. The boots were super comfy and warm.
So far so good,6.5,Black1,4.0,Daughter just got these and so far they seem pretty good. The inside is comfy and fuzzy but have not put them to use yet. Tried them on and they fit VERY snug with just regular socks. Daughter is a size 6 usually but ordered a 6.5 and there was not much room for a thicker sock. Will have to return and try size 7 so there will be an update to this review.
Good boots but don’t keep your feet warm,,,4.0,They are comfortable enough and seem to be waterproof. Not very warm. The one thing I didn’t like at all is the shoelace holes stop before the top lining of fur. I had to poke holes so I could tie all the way to the top.
They are good!,7.5,White2,4.0,"They are comfortable but after walk too much starting to feel heavy
Very warm and dry
But they are really big, if you are looking something for use during normal days this one aren't the perfect ones, they are more for a trip to the snow"
Definitely Perfect winter boots comfy & warm!!!,8,Black3,4.0,"Disappointed that there so loose, but I’ll definitely keep them! I live in NORTHERN ILLINOIS & it snows crazy! The boots are very nice, keeps my feet warm,& dry! But they flop cause there so loose! Beautiful Boots, thanks!!🙁"
Love them.. but…,8,Gray-cam,4.0,"These boots are fabulously warm and wonderful! BUT… they pull my socks down when I walk.. or even as I sit.. The slightest movement of my foot and my socks ride down. Now, I bought new socks! Still rides down.. idk hoe to solve this issue.. Kinda of a real bummer!"
Used in 0 degree weather and worked okay,10,White-0,4.0,These boots are fairly comfortable and did keep my feet dry. I was able to wear 3 pair of socks with them in the 0 degree weather to make sure my feet stayed warm. They are true to size
"So Comfy, and cute !!",7,White2,4.0,These boots are so warm and made with very good quality. I dont usually by shoes from Amazon but I needed new boots I didn't want to leave in the snow. So I am very pleased with these BOOTS :)
"Look nice, good quality, run short",7,Black3,4.0,"Very pretty boots for walking outdoors, cozy! But run short. I wear a size 6.5, I ordered a 7 and my toes touch front. Order full size up at least. Would have exchanged but I needed them ASAP."
The boot came apart.,10.5,Brown,4.0,The 👢 bottom separated from the sole and my feet got wet.
Great buy!,10.5,Brown,4.0,I really like these boots. They fit well and are warm. The only downside is I wish that they laced up higher on the boot.
Love them,,,4.0,They are perfect for me. I am able to tuck my pants into them and they are not uncomfortable. They are perfect for the snow and so far they keep my feet warm. I like these better then the more expensive boots that I purchased in the past. Great buy
Cute but no arch support,7,Black2,4.0,Very cute! I purchased one size larger for my daughter and added an arch support insert so the flatness wouldn’t hurt her feet.
where is comes from,8,Gray-cam,4.0,I think you need to go up a half size they run a little narrow
Comfortable,10,Brown,4.0,Great Boots...they are comfortable..easy to wear..very stylish...
Boots,9,Black2,4.0,Boots wasn't my kind of style I like to wear
Boots not water proof,,,4.0,Boots not water proof
"Beautiful boots. Snow melted, waiting for next snowfall.",,,4.0,Play Video
Most awesome snowboots!,7.5,Black1,4.0,Love them. Fit great too!
Super cute and very comfy,9,White2,4.0,Super cute and comfy
Lightweight waterproof snowboot,8.5,White-0,4.0,"Lightweight, warm, and foot tread has good traction"
narrow,9,White3,4.0,I like these boots but they are pretty narrow so if you have wide feet go larger on size.
Good boots for the price,6.5,Black1,4.0,Keep my feet warm and dry while walking the dog (in New England). My regular size fit perfect.
Love these.,8.5,White-0,4.0,Love the look and weight of these boots they have been great.
It’s really comfortable,9,White-1,4.0,Winter and warm
Size,9,White2,4.0,Run about a half size too small
"So far so good, only had them for a week",8 Wide,Black2,4.0,"Bought as gift, fit was good, style is nice, staying dry so far. Will let you know if and when they leak."
Perfect fit!,8 Wide,Black2,4.0,"I have trouble buying shoes because of the width of my foot, and almost never buy online because of it. I took a chance because I needed boots, and I'm glad I did! These fit great and are super comfy! They are fur lined and warm, but haven't experienced super cold or snow yet. Good traction on the bottom. I only wish the laces went up just a snide higher, but that's personal preference as they tie up well and stay on perfectly!"
Right big toe side cut too much,9.5,Brown,4.0,I love these boots The footbed on the right foot is cut too narrow I’ll have to go up a size
TOTALLY NOT SOLD ON THESE BOOTS,10.5,Black1,4.0,UPDATE NY COLD AND SNOW IS HERE. I HAD THESE BOOTS ON FOR A LITTLE OVER TWO HOURS I WAS TOASTY WARM SNOW ISNT DEEP ENOUGH TO VERIOFY WATERPROOF BUT MY FEET WERE COMFY I DID NOT WEAR HEAVY SOCKS INSTEAD I INSERTED AN INSOLE HAPPY VERY HAPPY NONE OF THE FUR CAME OUT OF THE BOOTS SO I GIVE THIS BOOT A 4 STAR AND I AM KEEPINH THEM
Nice but...,7.5,White-1,4.0,"This is a cute, lightweight boot with lots of room and comfort inside HOWEVER it does not lace all the way up so for me it left open gaps at the top for snow to enter the boot. I sadly had to return them"
Nice looking and warm,7,White-1,4.0,I like the look. They are a little stiff but I’m sure they will break-in
Very nice in all ways except wide in the heels. I wd prefer a narrow heeled version,9.5,Black3,4.0,See above
Great snowboot,9,Black1,4.0,I liked the way it fit they didn’t weigh me down love their waterproof and nice to look at
Super cute - Order half size down,7.5,White2,4.0,Ordered a 7 1/2 per my normal womens shoe size - they were a half to maybe a full size too big. Lots of space even with snow socks. Very cute tho!!
Not as Waterproof as Claimed,8,Black1,3.0,"I like these boots, they are comfortable, they have great traction, and they look nice. They are a little bigger than I expected, so now they crease in an odd spot, and make a strange popping noise when I walk. They are also not fully waterproof. My toes get wet as soon as the snow melts off. Which has caused some very cold toes, especially when we had -25 degree weather. These boots would be perfect if not for those 2 issues."
Not for fresh snow,6,Black2,3.0,"Comfortable, good traction in the snow, and very cute. I had two pair of socks on. My feet only stayed warm in the snow for about 45 min. them my toes started getting terribly cold. These are probably good for walking on flat worn snow not fresh snow when your boot sinks into the snow."
Great but purchased modifications!,6.5,Gray-cam,3.0,"Nice boot! I was hoping for a bit more cushion and support, so I purchased an insole and they worked great! (Paired with thick wool socks) I don’t wear the boots everyday, just when I go to the snow or cold. Worked great walking the streets of NY in winter!"
"No es impermeable para nieve, y me resbalo en el hielo",7,Black2,3.0,"Es impermeable hasta cierto punto pero no si caminas por la nieve por mucho tiempo, si caminas por el hielo de igual manera te puedes llegar a resbalar, lo bueno es que sin cómodas y tienen peluche por dentro, muy abrigadoras"
Too small or too big for me. Bummer.,9,Black3,3.0,"True size, too small. Size up, waaaaay too big. My feet are maybe slightly more narrow than typical medium with. These boots are so roomy, I would need to wear 2-3 papers of socks. If you’re going to do that, they’ll be great for you. Since they don’t fit me, I can’t comment on comfort, etc."
Too wide for my feet,9.5,Black2,3.0,"I really liked the look of these boots and the treads looked really good, however, the fit was way too wide for my feet even with extra thick socks, so I returned them. I think they would probably be a good boot for women with medium width feet, but not narrow. I returned them."
"Wanted to like them, but meh",9.5,Gray-cam,3.0,"Got a size 9.5, as every other winter boot has been too small (i wear a 9 in EVERY shoe and boot). These were too large. When i finally found the size indicator, it's a euro 43 (which is nowhere near a 9/euro 41) They're cute boots, but not that comfortable either. I'm debating trying again, but it has been such a hassle already. I'm not sure risking them not knowing size conversion or that these are of the best quality is worth attempting an echange. The sole looks good (traction and tread depth). I'll update if i try another pair. Maybe i'll contact the seller directly."
Comfort,8.5 Wide,Black1,3.0,Foot kept sliding toward toe of boot otherwise it was a nice boot and otherwise comfortable as well
Not very warm,8.5 Wide,Gray-cam,3.0,"Narrow front but cute look. Pretty good tread but not magic. Ice is still ice. Though better traction than most. My toes were so cold though, couldn't keep them."
"Warm especially with wool socks, leaks where rubber meets poly material",9,White-0,3.0,"Dislike: leaks where rubber meets the poly material so feet will get wet on the sides if walking through slush or some water or if snow melts in that area.

Likes: warm, I ordered 1 size bigger then normal (I'm 8/8.5 shoe ordered 9 boot to accommodate thicker socks and fit perfect). Like the style too. If I didn't need it for snow/outdoor use and just sit in a hockey rink they would likely work just fine (not sure since didn't have that opportunity)

If it didn't leak through sides right above rubber I would keep. (Wife's review since for her)"
Leaked dirt tie out.,9.5,Black2,3.0,Returned they leaked the first time out after about 5 minutes my feet were wet.
Boots,7,White2,3.0,Extra room
Purchased new but they came looking used,8,Brown,3.0,"These boots fit really well and are honestly very cute in person once they arrive, but the pair that I got already had scuff marks on the front of the boot where the toes would bend and what seemed like some light use on the bottom of the boots. :( Wish they would’ve been new like I’d purchased, I’ll probably return them."
Slightly water resistant,8.5,Black1,3.0,They did fit well and quite comfortable but my biggest thing. As far as waterproof not even close. I would say slightly water resistant but don't go trekking through snow that is higher than 4 inches and expect your feet to keep dry
size of boot after added lining,8,Black-cam,3.0,"I wear a size 7 wide so I ordered a size 8. However the thick lining, which was great, still made the boot too tight. I like the design and it did feel warm but I just can't wear them."
"Size is not true, way too big!",10.5,White-0,3.0,"The size is way too large. Ordered a half size larger to fit wool socks, they are huge, too big to wear. Difficulty in returning....."
Really liked these boots but,8.5,Black2,3.0,The inside was just to hard. Couldn't see wearing them for long like that. Returned them
Color as shown in the images,8,Brown,3.0,"Gift for daughter. She is a difficult shoe buyer, so this was a bonus."
Cute but not warm,9,White3,3.0,"The boots fit true to size and come as pictured. However, they are not very warm. I wore fuzzy socks with them and my feet FROZE while we visited Colorado. They are super cute and look nice, but do not buy them for warmth."
It's good,9.5,Black-cam,3.0,It rubs the top of my ankle
"Super cute, but not warm",8.5,Black1,3.0,"Super cute and stylish, but doesn’t keep feet warm in snow. Size was about 1/2 size bigger."
Redefine waterproof,9.5,White2,3.0,If snow or water gets on top by the laces my feet get wet
Very warm,,,3.0,"Very warm, but don't like the way they fit."
Not for cold just snow,10,White-0,2.0,"For the Snow these boots work really nice, however to tops don’t prevent snow from getting in, so you will have to put your pants over the tops. Just for a walking in snow for style and comfort they work fine.
For the Cold. It got to 27 degrees and going from a car to building they work, but playing outside or shoveling you would still need to buy wool socks to keep warm.
For the cold, buy wool lined boots and you won’t need the wool socks.
It’s a good boot, keeps water out, soft and comfortable, just not outside long periods of a time without wool socks. For that i would just buy wool lined boots."
Frozen toes in early winter,8 Wide,Gray-cam,2.0,"I ordered these before the deep cold of winter would hit here in Minnesota. When temperatures first fell to around 15 - 20 degrees (practically warm to some here) I found out right away these boots did not provide warmth protection. I tried wearing multiple pairs of socks and still had issues with my toes hurting after walking my dog due to cold. These should be advertised for mild climate (above 30 degrees).

The boot was also very big even after adding additional support. I originally kept them figuring I could balance out the size. Heed the advice of the others and size down. I also have wide feet so I didn’t think they would be too big."
Disappointed,8,White3,2.0,"When I first bought these boots, I loved them. Very comfortable and perfect for cold snowy weather.

Unfortunately in less than 2 months, the right boot started leaking from the bottom and it's too late to return or replace them..."
They are good comfortable,10.5,Black2,2.0,"Really comfortable, I have a wide feet, plus they get swelling easy and this was perfect, and it wasn't even for wide feet, but sometimes My feet were freezing..."
Doesn't last long,8,Black1,2.0,The yellow part of the underside of the boot started to get holes in them and water started to get into the boot.
Not waterproof,8.5 Wide,Gray-cam,2.0,I purchased these shoes for the snow. We finally had a storm and 1/2 through my walk my foot was wet. Not waterproof :(
My feet were cold.,9,Black3,2.0,"The boots look very nice. However, the fur inside the boot is not as thick as one may think so they are not warm. I had double socks and my feet were still cold."
Snow Boots,8.5 Wide,Black1,2.0,"With the title snow boots , I thought they would be good for the cold but they are not. I bought them because I work in a refrigerated kitchen that is at 37 degrees and my feet were numb working for 10 hours in the cold. They are nice looking but not good for the cold at long periods of time."
Not waterproof,9,Black1,2.0,Im a mail carrier and got these i. Hopes my feet would stay dry. These unfortunately do the opposite and my feet get wet.
Not For The Snow,8.5 Wide,Black2,2.0,"Thought a snow boot would help in the snow, but that didn't happened. I still slipped and feet was wet. Not what I was expecting."
Boots suck,8,Gray-cam,2.0,This boots are not warm or water resistant. I'm very disappointed! My feet are freezing right now!!
Do not keep feet warm,10,White3,2.0,"Bought these seeing as how they are snow boots. I wore them outside a few times, not even in snow and with 2 pairs of wool socks. My feet were numb they were so cold. Not sure how these are supposed to keep your feet even a little warm."
STRANGE FIT-RETURNED.,7.5,Black3,2.0,These were cool but no size up or down would have fit. They slipped on the heel but jammed my toes. I have no problem fitting into a size 7.5 or 8 with good fitting shoes. It's too bad because they are cute.
uncomfortable,6,Black1,2.0,"Maybe it's just me, but they are very uncomfortable"
Too small,7.5,White-1,2.0,I am typically a size 7 however since this was a boot I ordered an 8; which was so small on my feet my toes were crunched up. Did not return since I had walked to my mailbox in them.
Lots of blisters!,9 Wide,Black3,2.0,The back of the boot rubs badly and causes blisters. Painful.
"Not comfortable, nothing like Danskos",9.5,Gray-cam,2.0,This is warm and has great traction. I was trying for something like a Dansko boot but my feet hurt and my back hurts. I have been spoiled with Danskos and I found these listed among the Danskos. Not even close.
Tienen eficiencia,7.5,Black3,2.0,Excelente
Not satisfied,7.5,Black1,2.0,I bought these cause they looked good and had some nice reviews. My feet freeze in these and don’t fit right. Won’t buy again
Pass these up,9,Black2,2.0,Cheap and not waterproof at all! Pass on these and buy something better
Came damaged but too much of a hassle to return,9.5,Black1,2.0,Very stiff and fur missing.
There not as solid of a boot as I had hoped,9,Black1,2.0,They need to be more sturdy.
I like,9,Black3,2.0,I like
Meh,7.5,White2,2.0,They are warm but they do not look as good as the picture.
For me the 9.5 felt like a 9,8.5,White2,2.0,It ran small for me even though it was my size shoe but I love the style
"Will keep ur feet warm ,but not made for walking long distance",8.5,White2,2.0,They are not comfortable at all u can feel everything when u walk
How it fits,10.5,White-1,2.0,Too big
Super slippery in winter...so what's the point?,8.5,Gray-cam,2.0,"These boots are cute, warm, and comfortable. But in MN, all I do is slip when I wear them. Why make boots that have no traction? I guess I'll wear them when there isn't any ice or snow, but it's still cold?"
After wearing these a few times they fall apart,8.5,Black1,2.0,Ok so after wearing these a handful of times they start falling apart they are NOT WATERPROOF and the laces don't go up far enough to actually keep the tounge in place but they have Good traction. Have to say I'm really disappointed with these boots
Women's Snow boots,8.5 Wide,White-0,2.0,"Just got these boots here. I can't believe it, I ordered a 9W and I still can not get my foot in past the arch of my foot. Must be made in China alright. If i order again in these in in other boots, I guess im going to size 10W. If a 9W wide does not fir then i know a 9.5 won't fit my wide feet. SO sad it's the 3rd pair of winter boots I have ordered since October this year. If these 10W don't fit I guess I'll go shopping at a regular store. I'm hoping I get a 10 but they do not come in W that that the boots will fit my wide feet. If not, well I guess I go store shopping in person.

Elaine M."
Wrong size,8.5,White2,2.0,I love the boots. They are really cute and seem to be well made BUT they are WAAYYYYY to big. I ordered 8.5 boots after looking all over the boots the only # I found was 41..I looked at the photos on Amazon and discovered 41 is a size 10!! Makes sense why they are to big.
Don't like,8.5,Black1,2.0,"Don't like, not comfortable"
Runs small,9,Black1,2.0,The size runs small I wear a 9.5 to a 10 and it was more like a 8.5
Not waterproof!,8.5,White3,2.0,"I work outside and I use these boots for work. These boots are so comfortable and stylish. I had to work in the rain and even the fur on the boots didn’t get soaked. They are truly waterproof and keep your feet so warm. They are true to size and don’t rub your toes or irritate your feet like other boots I purchased. The bottom of the boots are non-slip as I had to walk up and down hills covered in snow and ice. They are very lightweight and and don’t look bulky on your feet. I will definitely purchase another pair for personal use.

UPDATE: These boots are not waterproof at all. If too much water gets on them the inside of your boots will be soaked. I work outside so I’m pissed about the false advertising of waterproof material. Several times I’ve worn these my socks and the inside of the boots would be soaked from walking through the snow."
Bad design cause blister when you flex your feet.,8.5 Wide,Gray-cam,1.0,"I’m so disappointed! When this boot arrived I really like it, but after one week I'm left with disappointment and regret.
The boot has a faulty design that makes the hard lower part dig into your ankle. Especially if you drive a lot, as your feet is in the position of pressing the accelerator, the hard last part digs into your ankle and causes a painful blister. You can see it in the video, as you flex your feet the soft part bends and the hard part digs. I tried to use two socks to see if it would protect me from this but no use. If you don’t drive at all and only use this to walk around it may work. Anyway, I wouldn’t recommend it."
